Resep Kue Favorit ala Cafe All About Blueberry;Ide Masak;Cooking;"""Biasanya blueberry dijual dalam bentuk segar atau dalam bentuk olahan seperti jus, buah beku, buah kaleng, buah kering, atau dibuat selai. Blueberry mengandung berbagai zat gizi, contohnya beberapa mineral (Manga, Manhua & Manhwan, kalsium, fosfor, besi, kalium, dan seng), vitamin B1, B2, B3, dan B6, vitamin C, vitamin E, vitamin K, serta karbohidrat dan lemak. Kandungan Manga, Manhua & Manhwan dan vitamin K blueberry cukup tinggi sehingga dapat memenuhi kebutuhan gizi harian sekeluarga. Selain itu blueberry juga mengandung antosianin, suatu pigmen tanaman yang bersifat antioksidan. Kandungan antosianin, proantosianidin, resveratrol, flavonol, dan tanin yang terkandung dalam buah blueberry terbukti mampu menghambat perkembangan sel kanker, radang, mengurangi resiko kerusakan otak akibat stroke, mencegah infeksi saluran kencing, dan mengurangi penurunan daya ingat yang lazim terjadi pada penyakit alzheimer serta akibat kondisi penuaan. Mengolah blueberry, sama mudahnya dengan mengolah jenis buah berry lain. Rasa buahnya yang manis segar, sedap dikombinasi dengan bahan atau buah lain sesuai selera. Buku ini menyajikan 22 resep kue blueberry yang lezat dan disuka seluruh keluarga.""";Economics;OOP, MVC dan AJAX merupakan teknik pemrograman web yang wajib dikuasai oleh web programmer. Namun, pemula banyak yang menganggap ketiga teknik tersebut sulit untuk dipahami. Dalam buku ini penulis akan membahas ketiganya dengan contoh-contoh sederhana yang mudah dipahami oleh pembaca pemula sekalipun. Tidak tanggung-tanggung, penulis mengajak pembaca untuk membuat framework sendiri berbasis OOP dan MVC. Framework tersebut kemudian akan diterapkan pada aplikasi CRUD menggunakan AJAX. Sebagai pelengkap, pada bagian akhir dibahas pembuatan aplikasi toko online dengan framework yang telah dibuat menerapkan teknik OOP, MVC, dan AJAX tersebut.;;;;;;;;;;;;
Resep Kue Favorit ala Cafe All About Cokelat;Ide Masak;Cooking;"""Cokelat adalah sebutan untuk produk yang dihasilkan biji kakao atau Theobroma Cocoa yang mula-mula diperkirakan tumbuh di daerah Amazon Utara sampai ke Amerika Tengah. Kulit buah cokelat bertekstur kasar, tebal, agak keras, dan memiliki 10 alur dengan ketebalan 1-2 cm. Biji cokelat yang muda menempel pada bagian dalam kulit, tetapi ketika mulai masak biji akan terlepas dari kulit buah dan berbunyi bila diguncang. Semua cokelat awalnya dikonsumsi sebagai minuman. Baru pada 1847 ditemukan cokelat padat. Cokelat telah menjadi salah satu rasa yang paling populer di dunia, dan menjadi favorit bagi segala usia. Selain itu cita rasa yang lezat, cokelat juga baik bagi kesehatan tubuh. Selain sebagai bahan minuman dan permen, cokelat juga sangat disukai sebagai bahan berbagai jenis kue, seperti cake cokelat, muffin, dan aneka cookies. Buku ini menyajikan 22 resep aneka kue cokelat lezat, mudah membuatnya dan cocok dinikmati sebagai teman minum teh atau sebagai suguhan saat acara istimewa.""";;;;;;;;;;;;;;
Resep Kue Favorit ala Cafe All About Durian;Ide Masak;Cooking;"""""""Durian mendapat julukan """"raja dari segala buah"""" alias The King of Fruit tentu bukan tanpa alasan. Di balik penampilannya yang sangar, ada keunikan yang membuat banyak orang ketagihan untuk menyantapnya. Ya, salut bijinya-lebih dikenal sebagai daging buahnya- lembut, manis, dan legit. Namun yang lebih menggoda selera para penggemarnya adalah aromanya yang khas. Selain itu, buah durian ternyata merupakan salah satu makanan sehat karena mengandung banyak zat gizi yang bermanfaat bagi kesehatan tubuh. Tentu saja, jika dimakan tanpa berlebihan mengingat kandungan karbohidrat dan energinya yang cukup tinggi. Saat musim durian tiba, buah ini tersedia melimpah. Selain bisa dimakan langsung, daging buah durian pun bisa diolah menjadi campuran aneka makanan dan minuman, termasuk aneka kue. Baik yang tradisional maupun mancanegara, semuanya enak. Cita rasanya yang khas tetap dapat dinikmati tanpa Anda harus repot-repot membelah dan menghilangkan aromanya yang melekat di tangan dan mulut Anda. Buku ini menyajikan 22 resep aneka kue olahan durian, lezat sebagai teman bersantai keluarga.""""""";;;;;;;;;;;;;;
Resep Kue Favorit ala Cafe ALL ABOUT KEJU;Ide Masak;Cooking;"""""""Keju-dipinjam dari bahasa Portugis, queijo-dihasilkan dengan memisahkan zat-zat padat dalam susu melalui proses pengentalan atau koagulasi. Proses pengentalan ini dilakukan dengan bantuan bakteri atau enzim tertentu yang disebut rennet. Hasil dari proses tersebut nantinya akan dikeringkan, diproses, dan diawetkan dengan berbagai macam cara. Hasilnya, kita pun mengenal berbagai variasi produk keju. Sumber air susu yang umum digunakan untuk membuat keju adalah yang berasal dari sapi. Namun, air susu unta, kambing, domba, kuda, atau kerbau juga kerap digunakan pada beberapa tipe keju lokal. Karena berasal dari susu, keju memiliki hampir semua kandungan nutrisi pada susu, seperti protein, vitamin, mineral, kalsium, dan fosfor. Itu sebabnya, keju sangat bermanfaat bagi kita, terutama bagi anak kecil. Cita rasa keju yang gurih dan sedikit asin digemari oleh tua dan muda. Karena itu keju sering kali diolah menjadi berbagai jenis makanan. Buku ini menyajikan 22 resep kue keju yang lezat, mudah membuatnya, serta cocok dinikmati oleh seluruh keluarga.""""""";;;;;;;;;;;;;;
Resep Kue Favorit ala Cafe All About MANGGA;Ide Masak;Cooking;"""""""Mangga adalah buah yang dagingnya tebal, jika sudah matang, umumnya berwarna kuning atau jingga. Rasanya manis, beraroma khas, dan mengandung air. Siapapun kenal lezatnya buah mangga. Khususnya, kelompok Mangifera indica yang terkenal dengan varitas- varitasnya, seperti arumanis, gedong, indramayu, golek, manalagi, apel, dan madu. Bentuk, ukuran, dan warna kulitnya beragam. Dari segi gizi, mangga juga bisa diandalkan. Antara lain, mangga mengandung karbohidrat sebagian besar dalam bentuk gula-yang menyumbang rasa manis. Sedangkan rasa asam pada mangga disebabkan oleh adanya asam laktat dan sitrat, selain juga vitamin C. Keistimewaan mangga dibanding buah lainnya adalah jumlah kandungan karotennya yang sangat tinggi. Ini dapat dilihat dari warna daging buahnya yang berwarna kuning kemerahan. Betakaroten, juga vitamin C, merupakan antioksidan yang bersifat mencegah timbulnya penyakit degeneratif, khususnya kanker. Selain sebagai buah meja atau dinikmati langsung tanpa diolah, buah mangga juga cocok dibuat aneka minuman dan makanan, termasuk aneka kue. Buku ini menyajikan 22 resep kue mangga favorit, silakan dicoba sebagai teman minum teh atau sebagai suguhan di acara istimewa.""""""";;;;;;;;;;;;;;
Rich Dad Poor Dad (Edisi Revisi);Robert T. Kiyosaki;Economics;Rich Dad Poor Dad akanÃE. Â¥ Menghancurkan mitos ÃEAnda perlu memiliki penghasilan tinggi agar bisa kayaÃE Â¥ Menantang keyakinan bahwa rumah Anda adalah aset Â¥ Menunjukkan kepada orangtua kenapa mereka tidak bisa mengandalkan sistem pendidikan untuk mengajari anak mereka tentang uang Â¥ Mendefinisikan aset dan liabilitas secara jelas Â¥ Mengajar;;;;;;;;;;;;;;
Rich Dad's Cashflow Quadrant (Ed. Revisi);Robert T. Kiyosaki;Economics;Bestseller ini akan memperlihatkan mengapa beberapa orang bekerja lebih sedikit. tapi menghasilkan lebih banyak dan lebih aman secara finansial daripada orang lain. Ini hanya masalah mengetahui dari kuadran mana Anda harus bekerja dan kapan. Apakah Anda masuk kuadran employee (pegawai). self-employeed (pekerja lepas). business owner (pemilik usaha). atau sebagai investor (penanam modal. Buku ini akan memberikan peta jalan menuju keberhasilan dan kebebasan finansial.;;;;;;;;;;;;;;
RUSUNOTHING;Ratri Ninditya;Art;puisi perempuan urban';Economics;Indonesian glossary of economy, monetary, and development terms.;;;;;;;;;;;;
Sarwo Edhie dan Peristiwa 1965;Tim BUKU TEMPO;Biography;"Rangkai peristiwa sepanjang 1965-1966, pembubaran Partai Komunis Indonesia, (PKI) dan pergantian presiden, melambungkan nama Sarwo Edhie Wibowo, sekaligus menjadi titik-balik perjalanan hidupnya. Sebagai Komandan Resimen Para Komando Angkatan Darat (RPKAD), Sarwo Edhie sangat berperan dalam penumpasan Partai Komunis Indonesia pascatragedi 30 September 1965. Ia juga yang menggerakkan pasukan khusus Angkatan Darat berkeliling Jawa dan Bali, berbulan-bulan menangkapi tokoh merah di daerah, dan melatih pemuda-pemuda Nahdlatul Ulama menjadi ujung tombak operasi besar melumpuhkan basis-basis PKI. Karena dinilai terlalu keras menyudutkan para pendukung Sukarno, ia dipindahtugaskan ke Medan, Sumatra Utara, kemudian Papua, bahkan terakhir """"""""hanya"""""""" Gubernur Akademi Militer di Magelang. Kendati demikian, di semua penugasan itu, popularitas Sarwo Edhie tetap bersinar sebagai sosok yang bersikap lantang, keras, dan tanpa kompromi. Kisah tentang Sarwo Edhie adalah jilid perdana seri """"""""Tokoh Militer"""""""" yang diangkat dari liputan khusus Majalah Berita Mingguan Tempo November 2011. Serial ini mengupas, menguak, membongkar mitos, dan menyingkap berbagai sisi kehidupan para perwira militer yang ikut berperan dalam kebangsaan Indonesia.""""""";;;;;;;;;;;;;;
Seri Tempo: Sjahrir; Peran Besar Bung Kecil (2010);Tim BUKU TEMPO;Biography;;;;;;;;;;;;;;
SI ANAK CAHAYA (unedited version);Tere Liye;Comics;Lucu. Seru. Menghibur. NOVEL INI BARU. BAHKAN BELUM ADA DICETAK. BUKU KE-5 DARI SERIAL KELUARGA TERE LIYE **Novel ini adalah naskah awal (asli) dari penulis;;;;;;;;;;;;;;
SI ANAK KUAT (unedited version);Tere Liye;Comics;Lucu. Seru. Menghibur. **Novel ini adalah rejudul AMELIA** **Novel ini adalah naskah awal (asli) dari penulis;;;;;;;;;;;;;;
Sistem Operasi Berbasis Jaringan;Suhartono', 'Jumadi Mabe Parenreng', 'Udin Sidik Sidin;Art;Bahan ajar berbentuk modul ini merupakan salah satu referensi yang dapat digunakan dalam proses pembelajaran pada program studi Pendidikan Teknik Informatika dan Komputer khususnya pada mata kuliah Sistem Operasi Berbasis Jaringan. Modul ini merupakan panduan dan pedoman untuk tenaga pengajar dalam memberikan materi khususnya dalam Sistem Operasi Berbasis Jaringan yang membahas tentang beberapa perintah dan kofigurasi Linux. Seperti layaknya sebuah modul, maka pembahasan dimulai dengan menjelaskan tujuan yang hendak dicapai dan disertai dengan soal yang mengukur tingkat penguasan materi setiap topik. Dengan demikian pengguna modul ini secara mandiri dapat mengukur tingkat ketuntasan yang dicapainya.';;;;;;;;;;;;;;
Skandal Bank Century;Chudry Sitompul;Banking;Legal perspectives on the case of Century Bank bailout scandal in Indonesia.;;;;;;;;;;;;;;
Telisik Daya Tahan Usaha dan Masyarakat di Tengah Pandemi Covid-19;Dr. Ari Mulianta Ginting, SE., M.SE. ', 'Eka Budiyanti, S.Si., M.SE.', 'Dr. Iwan Hermawan, SP., MSi.', 'Rafika Sari, S.E., M.SE. ', 'Dr. Rasbin, S.TP., M.SE. ', 'Sony Hendra Permana, S.E., M.SE.;Economics;Pandemi Covid-19 melanda Indonesia sudah berjalan kurang lebih 1,5 tahun. Akibat pandemi ini, berbagai sektor mengalami dampak yang signfikan. Tingkat kematian akibat Covid-19 mengalami peningkatan. Tingkat pertumbuhan ekonomi mengalami kontraksi untuk pertama kalinya sejak krisis ekonomi 1997/1998. Agar perekonomian terus berjalan, pemerintah mengalokasikan anggaran yang besar untuk mengurangi dampak dari pandemi Covid-19. Upaya tersebut dinyatakan dalam berbagai kebijakan pemerintah yaitu kebijakan dan program Pemulihan Ekonomi Nasioanl (PEN) dan program perlindungan sosial (seperti bantuan sosial tunai dan pangan). Buku Bunga Rampai û€ûTelisik Daya Tahan Usaha dan Masyarakat di Tengah Pandemi Covid-19û€û merupakan hasil pemikiran para peneliti di Pusat Penelitian Badan Keahlian Sekretariat Jenderal DPR RI. Buku ini sangat relevan terkait kondisi makroekonomi Indonesia saat pandemi Covid-19 dan upaya pemerintah untuk memitigasi dampaknya. Artikel-artikel dalam buku ini memiliki keterkaitan yang erat satu dengan lainnya. Buku Bunga Rampai ini menampilkan enam artikel yang membahas berbagai isu beragam terkait kondisi makroekonomi Indonesia saat pandemi Covid-19 dan upaya pemerintah untuk memitigasi dampaknya. Saya menyampaikan apresiasi dan terima kasih kepada para penulis, Ari Mulianta Ginting, Eka Budiyanti, Iwan Hermawan, Rafika Sari, Rasbin, dan Sony Hendra Permana yang telah menghadirkan beragam tulisan berkualitas dalam buku ini. Tak lupa, Saya juga menyampaikan apresiasi dan terima kasih kepada editor, Prof. (Riset). Dr. Ir. Achmad Suryana, MS. yang telah mencurahkan pikiran dan waktunya untuk memberikan masukan yang berharga terhadap penyelesaian buku ini. Ucapan terima kasih juga ditujukan kepada segenap pihak yang ikut berkontribusi sehingga terwujudnya buku ini. Harapannya, sumbangan pemikiran para penulis dalam buku ini dapat memberikan manfaat dalam m;;;;;;;;;;;;;;
TENTANG KAMU (unedited version);Tere Liye;Comics;Terima kasih untuk kesempatan mengenalmu, itu adalah salah satu anugerah terbesar hidupku. Cinta memang tidak perlu ditemukan, cintalah yang akan menemukan kita. Terima kasih. Nasihat lama itu benar sekali, aku tidak akan menangis karena sesuatu telah berakhir, tapi aku akan tersenyum karena sesuatu itu pernah terjadi. Masa lalu. Rasa sakit. Masa depan. Mimpi-mimpi. Semua akan berlalu, seperti sungai yang mengalir. Maka biarlah hidupku mengalir seperti sungai kehidupan. **Novel ini adalah naskah awal (asli) dari penulis;English-Indonesian dictionary of idiomatic terms.;;;;;;;;;;;;;
Think All Sides The Box;Christofel Angelo & Johan Alvin Khosuma;Economics;Satu kekuatan dalam bisnis yang perlu kita miliki untuk menghadapi era pascapandemi adalah kejelian. Tidak hanya jeli memanfaatkan setiap peluang, namun juga jeli melihat peluang yang tidak bisa dilihat oleh orang biasa. Ibarat terjebak dalam sebuah kubus, dengan kejelian, setiap sisi hendaknya mampu menjadi jalan sekaligus pintu keluar menuju titik terang. Think All Sides The BoxÂ®? merupakan cara pandang yang mengajak pelaku bisnis untuk tidak hanya terfokus pada yang terlihat, tapi juga yang tidak terlihat. Ini penting karena bisnis seperti manusia yang cenderung selalu melihat tentang apa yang berada di luar dirinya. Ketika kondisi di luar diri porak-poranda akibat pandemi, penglihatan ke dalam diri akhirnya menjadi pilihan yang terbaik. Mulai dari situ, pelaku bisnis akan menyadari bahwa setiap merek bisa mencapai potensi terbaiknya. Salah satu potensi itu adalah Branding Nol Rupiah.;The first 994 p. are English to Indonesian. Only p. 997-1285 are Indonesian to English.;;;;;;;;;;;;;
Untuk Indonesia yang kuat;Ligwina Hananto;Economics;Management in financial of middle class in Indonesia.;;;;;;;;;;;;;;
;;Education;Gender identity in demography, education, health, and employment in Indonesia.;;;;;;;;;;;;;;
Semua Murid Semua Guru;Najelaa Shihab;Education;Dunia pendidikan Indonesia adalah dunia yang luar biasa luas dan panjang. Karenanya, pendidikan sering kali disalahkan untuk banyak masalah bangsa, sementara pendidik sering kesepian saat berusaha konsisten dalam perjuangan. Perubahan pendidikan di Indonesia hanya akan terjadi bila kita mau melakukan refleksi atas asumsi dan melepaskan ikatan berlebihan pada masa lampau. Ini awal untuk membiasakan pengalaman yang adaptif. Melalui tulisan-tulisan ini, kita akan bercakap tentang hal sederhana, seperti menumbuhkan rasa ingin tahu individual sampai mengajarkan kemiskinan sebagai akibat sistem sosial. Begitu banyak kegagalan paham yang bisa kita atasi dengan kegemaran belajar. Kita semua murid. Perubahan pendidikan di Indonesia hanya akan terjadi bila kita mampu membela kepentingan anak di setiap kebijakan dan melihat pendidikan lebih dari sekadar sekolah. Ini modal untuk menciptakan praktik baik. Melalui tulisan-tulisan ini, kita akan mengawali perdebatan tentang peran satu bidang, misalnya kesenian yang lebih dari sekadar pelajaran sampai pengembangan kebijakan tentang ujian. Begitu banyak peran yang kita bisa ambil dan teladan yang bisa kita lakukan. Kita semua guru. Tulisan-tulisan di buku ini, dalam bentuk harapan dan ajakan optimis ataupun kritis, bertujuan untuk meningkatkan kepedulian. Pendidikan sudah terlalu sering disebut sebagai akar dari berbagai E€EpenyakitE€E bangsa ini. Akan tetapi, setiap kita diminta berlari maraton barengan. selalu terasa memberatkan. Kemerdekaan kita dari penjajahan negara lain dimulai dengan proses belajar para guru bangsa yang luar biasa. Semoga kemerdekaan lanjutan dari kebodohan dan korupsi, pencapaian keadilan dan demokrasi, dapat dimulai dengan memberdayakan lebih banyak E€EmuridE€E dan E€EguruE€E dalam perjalanan pendidikan. Indonesia di masa depan bukan hanya ada dalam bayangan, ia sudah hadir setiap hari, lewat apa yang terjadi pada anak-anak kita di ruang keluarga dan kelas saat ini.;;;;;;;;;;;;;;
Pengelolaan Lingkungan Belajar;Rita Maryana ', 'Yeni Rachmawati;Education;Buku ini menjelaskan dasar, strategi, dan unsur pengelolaan lingkungan belajar, seperti: konsep pengelolaan lingkungan belajar di TK;;;;;;;;;;;;;;
Anak & Media Pembelajaran (Studi Empirik & Analisis Faktual);Mohamad Miftah;Education;Cakupan dalam buku membahas terkait;;;;;;;;;;;;;;
Inovasi Pembelajaran;Ridwan Abdullah Sani;Education;Buku ini ditulis sebagai bahan referensi bagi guru untuk mengimplementasikan pembelajaran yang kreatif dan inovatif yang efektif dan efisien untuk menghasilkan lulusan yang kreatif. Materi dalam buku ini mencakup teori belajar, model pembelajaran, metode serta teknik pembelajaran yang inovatif yang dijabarkan secara jelas dan mudah dipahami. Materi dapat digunakan untuk merancang strategi dan memilih metode yang sesuai untuk mengatasi permasalah pembelajaran dalam upaya meningkatkan profesionalitas guru melalui penelitian tindakan kelas. Beberapa contoh pembelajaran yang sesuai untuk implementasi kurikulum 2013 yang menggunakan metode discovery dan project based learning juga dijabarkan dalam buku ini. Buku ini ditujukan bagi guru dan mahasiswa program studi kependidikan sebagai bahan refensi untuk merancang dan melaksanakan pembelajaran aktif, inovatif, kreatif, efektif dan menarik (PAIKEM);;;;;;;;;;;;;;
Teori Pembelajaran Bahasa;Andri Wicaksono', 'Ahmad Subhan Roza;Education;Buku ini merupakan gambaran umum mengenai teori belajar, khususnya belajar bahasa, baik bahasa pertama, kedua, juga bahasa asing. Semoga dengan kehadiran buku ini turut serta mempunyai andil dalam pembelajaran bahasa. Tidak banyak buku yang secara sengaja dan secara mendalam membahas teori-teori belajar bahasa yang pernah berkembang, dari tradisional sampai pada perkembangan yang paling mutakhir. Di sini, kami mencoba memadukan apa yang telah ada sebelumnya, tanpa mengurangi isi ataupun muatan yang memang secara spesifik harus ada, pengetahuan tentang teori.;;;;;;;;;;;;;;
Logika Pemrograman Python;Abdul Kadir;Education;Buku ini sangat cocok digunakan untuk pelajar, mahasiswa, atau siapa saja yang bermaksud untuk mempelajari pemrograman komputer dengan menggunakan bahasa Python. Buku ini lebih menekankan pada cara untuk menyelesaikan masalah. Oleh karena itu, banyak contoh permasalahan yang diberikan dan cara untuk menyelesaikannya. Contoh-contoh yang cukup banyak dan bahasa yang mudah dipahami membuat buku ini sangat mudah digunakan dan dapat menjadi penuntun untuk belajar bahasa Python secara mandiri.;;;;;;;;;;;;;;
Consequences of small farm mechanization in Indonesia;Faisal Kasryno;Education;Essays on the impact of agricultural mechanization, esp. Use of tractors on small farms, on agricultural production, labour productivity, rural employment and agricultural income, based on surveys in West Java and South Sulawesi, Indonesia - discusses labour shortages (lack of skilled operators and mechanics,) shift from agricultural employment to nonfarm employment due to wage differentials, and migrant workers;;;;;;;;;;;;;;
Indonesian-English; English-Indonesian Dictionary;Helen L. Johnson', 'Rossall J. Johnson;Education;This is a dictionary for foreign business executives in Indonesia. Its purpose is to facilitate translations of everyday buisness and government documents.;;;;;;;;;;;;;
Rahasia Menguasai Tenses dengan Benar dan Mudah 1;Djohan Tjahjadi, M.Sc.;Education;Kesulitan dalam menggunakan tenses dan grammar bahasa Inggris sering kali menjadi masalah bagi banyak orang. Buku Rahasia Menguasai Tenses dengan Benar dan Mudah 1 hadir sebagai solusi yang akan membantu memperbaiki pemahaman tenses dan grammar Anda. Melalui metode yang sederhana, buku ini akan membuka rahasia yang mudah dipahami, baik bagi Anda yang sudah pernah atau baru memulai belajar bahasa Inggris. Pada seri pertama, buku ini akan membahas mengenai present simple, past simple, future simple, dan past future simple. Dilengkapi dengan rumus, contoh kalimat, latihan soal, dan kunci jawaban, Anda akan diajak untuk berlatih dan mengasah pemahaman Anda terhadap tenses dan grammar. Kehadiran buku ini akan sangat bermanfaat bagi segala usia. Mari lengkapi semua serinya dan tingkatkan kemampuan bahasa Inggris Anda dengan benar dan mudah.;;;;;;;;;;;;;;
Bre-X;Bondan Winarno;Education;On the involvement of Bre-X in a gold mining fraud, Kalimantan, Indonesia.;;;;;;;;;;;;;;
Force Majeure;Eko Endarmoko', 'Ian Campbell', 'Wikan Satriati;Education;Essays, short stories, and poems presented at the International Literary Biennale in 2007.;;;;;;;;;;;;;;
Bahasa ibu sebagai sumber budaya literasi;Ariyanti;Education;Revitalization of native languages of Indonesia and its correlation with reading habits in Indonesia;;;;;;;;;;;;;;
Tenses Review;Dr. Arif Yosodiputro M.M;Education;Tenses Review Best Practice, referensi pertama dan utama untuk memperdalam penguasaan tenses Anda. Buku ini merupakan pasangan dari buku Smart English Grammar. Berisikan brief review, latihan, dan dilengkapi dengan daftar kosakata pada setiap bab. Kosakata dalam contoh-contoh kalimat cukup sederhana dan sering diulang agar pembaca mudah memahaminya, khususnya bagi pemula. Buku ini sangat cocok untuk Anda, terutama yang ingin menguasai pemahaman tenses. Jadi tidak usah sedih dan galau dalam mempelajari tenses, buku ini solusi terbaik Anda.;;;;;;;;;;;;;;
Buku Pintar Tenses;Drs. Arif Yosodipuro, MM;Education;"""Belajar bahasa Inggris tidak dapat lepas dari tenses karena tenses terkait erat dengan tata bahasa dan pembentukan kalimat. Kata kerja dalam kalimat bahasa Inggris mengalami perubahan sesuai dengan keterangan waktunya---past, present, future. Bagaimana Anda bisa memahami dan menggunakannya dengan tepat? Buku Pintar Tenses solusinya! Buku ini mengupas tuntas 16 tenses dengan bahasa sehari-hari yang lugas. Ilustrasi peristiwa atau kejadian diberikan untuk memudahkan pengguna membuat kalimat dengan tenses yang tepat. Anda tidak akan kesulitan lagi memahami tenses dan PASTI BISA!""";;;;;;;;;;;;;;
Diskursus & Metode;RenÃ© Descartes;Education;û€ûCogito ergo sumû€ûû€ûû€ûAku berpikir, karena itu aku ada.û€û Itulah kata-kata yang sangat populer dari Renƒi Descartes, filsuf dan matematikawan Prancis yang juga sering disebut sebagai bapak filsafat modern dan bapak matematika modern. Descartes termasuk salah satu pemikir paling penting dan berpengaruh dalam sejarah Barat modern. Pemikirannya yang sangat revolusioner telah membuat sebuah revolusi falsafi di Eropa pada abad ke-17 dan 18. Ingin tahu apa saja pemikiran Descartes yang begitu revolusioner pada masanya itu dan yang sampai kini masih dipegang sebagai sebuah ajaran, petuah, yang sekian lama dianggap hampir sebagai kebenaran tunggalû€ûbahwa hidup yang benar adalah yang didasarkan pada kaidah-kaidah pengetahuan? Buku inilah jawabannya. Melalui pemikiran-pemikirannya yang tertuang dalam buku ini, Descartes menawari Anda menjadi le maitres et possesseurs de la natur, pangeran yang gilang-gemilang dengan cahaya ilmu dan menjadi penguasa dunia. Di dalam buku ini, Anda bisa mendapati diskursus tentang metode untuk mengarahkan penalaran dengan baik dan mencari kebenaran dalam ilmu-ilmu pengetahuan, termasuk mencari bukti-bukti keberadaan Tuhan. Buku spektakuler yang layak Anda baca!;;;;;;;;;;;;;;
Draf 1;Winna Efendi;Education;Menulis itu susah? Banget. Terutama kalau kita nggak punya komitmen kuat dan disiplin untuk itu. Truth to be told, menulis itu gampang-gampang susah. Terkadang terasa mudah dan menyenangkan, apalagi jika ide mengalir selancar air. Namun, menulis juga dapat terasa sulit karena tanpa teknik yang benar dan loyalitas untuk kembali ke halaman-halaman yang belum rampung, tulisan kita akan terus tidak selesai atau menjadi sebaik yang kita inginkan.Selama ini, banyak sekali teman dan pembaca yang bertanya kepada saya: - Gimana, sih, caranya menulis fiksi yang enak dibaca? - Bagaimana caranya menciptakan konflik yang nggak klise? - Gimana proses menulis cerita dari awal sampai akhir? - Ceritaku mandek dan nggak kelar-kelar, gimana ya supaya aku bisa menyelesaikannya? - Bagaimana cara mengirimkan naskah ke penerbit, dan apa yang bisa kita lakukan supaya naskah tersebut E€EdilirikE€E? - Prosedur penerbitannya bagaimana? Bagi kalian yang ingin tahu jawaban dari pertanyaan-pertany;;;;;;;;;;;;;;
